r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
1.650908412314669e-4,9.152928936329019e-6,2.2705730405773195,1.0586959822761801,0.3751863025441833,4,-57431.57804130319,114875.15608260638,114924.07034352799,132223.1580653033,25647,25652
