cluster,n_trips,mean_fuel_to_cost,mean_mpg,lat,lon,drainage_score
1,7,0.019376789223367684,6.697050730080933,30.00763872985743,-70.01046623318855,0.13563752456357378
3,4,0.03039740496998113,11.122561014345894,30.0379714889543,-70.0116087095295,0.12158961987992452
2,2,0.005202702071391237,5.021948136455635,30.01984454588124,-70.0311391810665,0.010405404142782473
